product_name,brand,category,ingredients,skin_type,price,rating
Distributed tangible data-warehouse Toner,Himalaya,eye cream,"rose water, hyaluronic acid, zinc, niacinamide, tea tree oil",normal,345.71,3.5
Organized empowering project Face mask,Olay,face mask,"shea butter, niacinamide, kojic acid, zinc",normal,1095.85,2
Synergized bifurcated Local Area Network Serum,L'Oreal Paris,toner,"rose water, retinol, salicylic acid, shea butter",dry,1109.58,4.5
Exclusive multi-tasking orchestration Face wash,Minimalist,face mask,"rose water, zinc, glycolic acid, turmeric",dry,1884.95,4
Programmable optimal pricing structure Eye cream,Dove,cleanser,"shea butter, tea tree oil, green tea",normal,107.84,2.8
Virtual heuristic forecast Cleanser,The Ordinary,sunscreen,"charcoal, tea tree oil, shea butter",dry,1701.28,1.2
Optimized zero-defect flexibility Serum,Olay,sunscreen,"salicylic acid, tea tree oil, glycolic acid, hyaluronic acid, vitamin C",oily,828.66,2.5
Visionary 5thgeneration interface Cleanser,Dove,sunscreen,"vitamin C, niacinamide, charcoal, retinol, hyaluronic acid",oily,704.95,2.3
Synergistic grid-enabled product Cleanser,Dot & Key,toner,"aloe vera, rose water, shea butter",combination,1528.7,3.7
Polarized bandwidth-monitored extranet Eye cream,Plum,moisturizer,"aloe vera, retinol, charcoal, glycolic acid, vitamin C",dry,659.79,2.8
Total grid-enabled intranet Face wash,The Derma Co,eye cream,"hyaluronic acid, retinol, ceramides, tea tree oil, rose water",sensitive,1440.88,4.3
Reverse-engineered transitional structure Moisturizer,Lakme,serum,"retinol, green tea, aloe vera, rose water, ceramides",sensitive,238.88,3.3
Re-engineered exuding adapter Serum,Mamaearth,moisturizer,"glycolic acid, charcoal, tea tree oil, green tea, ceramides",normal,1538.99,1.9
Implemented user-facing challenge Serum,Aqualogica,eye cream,"vitamin C, turmeric, ceramides, retinol, charcoal",sensitive,1175.89,3.8
Managed even-keeled moratorium Toner,Minimalist,eye cream,"aloe vera, niacinamide, zinc, tea tree oil, glycolic acid",combination,1161.49,3.6
Streamlined fresh-thinking hub Sunscreen,Mamaearth,eye cream,"rose water, charcoal, turmeric, vitamin C, ceramides",sensitive,1421.01,4.6
Synergized 24/7 instruction set Cleanser,Mamaearth,face wash,"kojic acid, vitamin C, ceramides, turmeric",normal,978.33,2.3
Up-sized 3rdgeneration info-mediaries Cleanser,Mamaearth,eye cream,"salicylic acid, rose water, glycolic acid",oily,1025.86,1.3
Open-architected multimedia info-mediaries Eye cream,Lakme,toner,"glycolic acid, shea butter, charcoal, vitamin C",normal,1868.07,3.5
Customizable asynchronous throughput Moisturizer,Plum,face mask,"shea butter, ceramides, hyaluronic acid",combination,1974.39,1.6
Self-enabling executive open architecture Eye cream,Forest Essentials,moisturizer,"retinol, zinc, hyaluronic acid, green tea, turmeric",normal,470.3,4.3
Quality-focused multimedia knowledge user Toner,WOW Skin Science,face wash,"zinc, kojic acid, tea tree oil, vitamin C, salicylic acid",sensitive,148.95,4.9
Optimized asymmetric forecast Cleanser,Biotique,toner,"tea tree oil, hyaluronic acid, glycolic acid, turmeric",combination,409.44,1.4
Ergonomic 24/7 contingency Sunscreen,Mamaearth,toner,"ceramides, shea butter, tea tree oil, salicylic acid, retinol",combination,990.56,1.6
Intuitive 24hour firmware Cleanser,Biotique,cleanser,"kojic acid, tea tree oil, ceramides",sensitive,1656.78,1.8
User-centric 24hour success Face mask,WOW Skin Science,moisturizer,"tea tree oil, charcoal, rose water, niacinamide, turmeric",oily,654.44,4.3
Synergized context-sensitive Graphical User Interface Face wash,Cetaphil,serum,"green tea, rose water, ceramides, hyaluronic acid, shea butter",normal,1389.8,4.4
Optimized web-enabled adapter Face wash,L'Oreal Paris,moisturizer,"rose water, green tea, retinol",oily,584.45,4.2
Future-proofed local hierarchy Sunscreen,Aqualogica,face wash,"turmeric, shea butter, tea tree oil, hyaluronic acid",normal,307.81,4.4
Synergized local solution Serum,Neutrogena,eye cream,"aloe vera, vitamin C, glycolic acid, niacinamide, retinol",dry,979.29,1.1
Reverse-engineered value-added model Moisturizer,Dot & Key,face wash,"glycolic acid, ceramides, kojic acid, niacinamide",oily,1072.57,3.8
Progressive object-oriented productivity Eye cream,Dot & Key,serum,"niacinamide, ceramides, vitamin C",oily,1845.63,1.8
Monitored dynamic secured line Eye cream,L'Oreal Paris,moisturizer,"vitamin C, salicylic acid, shea butter",normal,1218.07,4.3
Cloned incremental ability Moisturizer,Cetaphil,toner,"aloe vera, salicylic acid, vitamin C, shea butter",combination,528.83,4.6
Ameliorated regional adapter Toner,The Derma Co,toner,"glycolic acid, niacinamide, vitamin C, hyaluronic acid",oily,101.65,3.8
Pre-emptive national support Face mask,Biotique,serum,"hyaluronic acid, ceramides, vitamin C, retinol, zinc",oily,312.78,3.3
Organized coherent support Cleanser,Dot & Key,face wash,"green tea, rose water, ceramides, salicylic acid, tea tree oil",sensitive,653.52,1
Multi-layered impactful encoding Toner,Forest Essentials,face mask,"hyaluronic acid, glycolic acid, rose water",sensitive,832.41,1.4
Expanded dynamic initiative Eye cream,Biotique,moisturizer,"glycolic acid, ceramides, zinc, retinol, kojic acid",dry,965.93,2.7
Function-based local circuit Sunscreen,Neutrogena,serum,"retinol, kojic acid, turmeric, rose water, shea butter",sensitive,689.63,2.9
Business-focused multi-tasking secured line Eye cream,Pond's,sunscreen,"vitamin C, niacinamide, salicylic acid, glycolic acid, retinol",dry,1631.67,4.6
Virtual heuristic migration Eye cream,WOW Skin Science,sunscreen,"aloe vera, glycolic acid, kojic acid",oily,1257.95,4.5
Multi-tiered 6thgeneration superstructure Eye cream,Mamaearth,sunscreen,"retinol, aloe vera, kojic acid, tea tree oil",sensitive,274.54,2.6
Horizontal stable circuit Eye cream,Aqualogica,sunscreen,"aloe vera, charcoal, hyaluronic acid, shea butter, glycolic acid",oily,1547.99,4.6
Business-focused real-time paradigm Face mask,L'Oreal Paris,moisturizer,"aloe vera, hyaluronic acid, ceramides, charcoal",normal,1309.27,2.5
Reduced background knowledge user Cleanser,Forest Essentials,face wash,"rose water, tea tree oil, ceramides",dry,1474.77,2.6
Fully-configurable static hardware Eye cream,Dot & Key,moisturizer,"salicylic acid, glycolic acid, aloe vera",combination,907.16,3.1
Ameliorated full-range orchestration Eye cream,Plum,cleanser,"zinc, charcoal, ceramides, kojic acid",oily,1061.7,1.6
Triple-buffered user-facing attitude Moisturizer,The Ordinary,serum,"retinol, rose water, vitamin C, charcoal",oily,1067.89,4.8
Business-focused bandwidth-monitored open architecture Cleanser,Plum,eye cream,"salicylic acid, glycolic acid, retinol",oily,497.28,2.7
Programmable reciprocal analyzer Serum,Pond's,face mask,"shea butter, turmeric, tea tree oil, aloe vera, salicylic acid",dry,1062.04,3.7
Quality-focused 24hour time-frame Face mask,Lakme,cleanser,"aloe vera, retinol, zinc",combination,740.74,4.3
Cross-group upward-trending application Serum,The Derma Co,face wash,"charcoal, salicylic acid, glycolic acid",sensitive,547.34,3.7
Reverse-engineered next generation help-desk Moisturizer,WOW Skin Science,cleanser,"kojic acid, retinol, vitamin C",dry,1729.04,3.7
Down-sized high-level throughput Face mask,Aqualogica,moisturizer,"kojic acid, turmeric, glycolic acid, rose water",sensitive,1251.6,2
Re-contextualized secondary migration Cleanser,Olay,moisturizer,"green tea, ceramides, shea butter",normal,1641.42,4.4
Cross-group directional concept Cleanser,Forest Essentials,toner,"tea tree oil, vitamin C, ceramides, hyaluronic acid",combination,1679.03,3.6
Right-sized foreground instruction set Face wash,Pond's,cleanser,"salicylic acid, charcoal, ceramides, retinol, tea tree oil",sensitive,272.23,1.2
Multi-layered impactful concept Face wash,Lakme,serum,"aloe vera, turmeric, shea butter, tea tree oil",dry,414.64,3.8
Fully-configurable stable software Cleanser,Pond's,eye cream,"zinc, hyaluronic acid, salicylic acid",combination,1507.59,3.5
Horizontal intermediate product Cleanser,Minimalist,serum,"hyaluronic acid, ceramides, niacinamide, zinc",oily,177.67,4.5
Re-engineered maximized Graphical User Interface Serum,Mamaearth,moisturizer,"hyaluronic acid, niacinamide, turmeric",normal,793.31,4.7
Integrated executive initiative Face mask,Dot & Key,serum,"rose water, kojic acid, glycolic acid",combination,752.44,3.5
Reverse-engineered national benchmark Face wash,Cetaphil,eye cream,"kojic acid, charcoal, retinol, shea butter",oily,1200.04,4.3
Self-enabling demand-driven hierarchy Eye cream,Dot & Key,moisturizer,"shea butter, retinol, niacinamide, zinc, charcoal",sensitive,880.9,2.3
Organic hybrid support Serum,Aqualogica,face wash,"ceramides, retinol, hyaluronic acid, turmeric, kojic acid",dry,522.18,4.7
Virtual needs-based superstructure Face wash,Plum,serum,"ceramides, aloe vera, rose water, vitamin C, niacinamide",oily,1417.52,1
Switchable full-range software Sunscreen,The Ordinary,face wash,"zinc, kojic acid, retinol, tea tree oil, glycolic acid",sensitive,1594.01,3.9
Monitored well-modulated orchestration Cleanser,WOW Skin Science,eye cream,"vitamin C, rose water, zinc, hyaluronic acid",combination,1645.46,2.1
Multi-tiered attitude-oriented leverage Moisturizer,Minimalist,serum,"charcoal, kojic acid, salicylic acid, ceramides",oily,1994.69,1.7
Enhanced multi-state framework Face wash,Minimalist,sunscreen,"vitamin C, hyaluronic acid, glycolic acid, salicylic acid, niacinamide",normal,743.95,1.2
Upgradable tangible groupware Eye cream,Dove,face mask,"tea tree oil, kojic acid, salicylic acid, glycolic acid",combination,114.29,4.8
Devolved high-level info-mediaries Face wash,Forest Essentials,moisturizer,"hyaluronic acid, shea butter, zinc",sensitive,1707.04,4.5
Integrated intermediate approach Toner,Neutrogena,moisturizer,"hyaluronic acid, kojic acid, tea tree oil",oily,1248.14,4.4
Upgradable contextually-based groupware Toner,The Derma Co,serum,"glycolic acid, vitamin C, tea tree oil, ceramides",oily,1723.69,2
Stand-alone composite database Sunscreen,L'Oreal Paris,face wash,"glycolic acid, aloe vera, retinol",oily,899.41,2.9
Cross-group local challenge Serum,Neutrogena,serum,"charcoal, glycolic acid, turmeric",combination,415.93,4.6
Right-sized asymmetric knowledge user Sunscreen,Himalaya,cleanser,"aloe vera, tea tree oil, green tea, ceramides, turmeric",dry,961.71,1.6
Advanced multimedia approach Moisturizer,Neutrogena,cleanser,"turmeric, zinc, charcoal, salicylic acid, rose water",dry,934.34,2.5
Synergized coherent Internet solution Moisturizer,Lakme,eye cream,"ceramides, aloe vera, salicylic acid",normal,1844.57,3.9
Realigned leadingedge functionalities Cleanser,Mamaearth,moisturizer,"retinol, charcoal, rose water, vitamin C, zinc",combination,644.94,3.9
Stand-alone directional conglomeration Moisturizer,Neutrogena,serum,"kojic acid, rose water, salicylic acid, aloe vera, vitamin C",sensitive,454.85,2.2
Synergized local firmware Sunscreen,Neutrogena,sunscreen,"niacinamide, rose water, glycolic acid, aloe vera",normal,948.37,3.9
Fundamental 24/7 alliance Face wash,Forest Essentials,toner,"hyaluronic acid, niacinamide, turmeric, retinol",normal,291.19,2.7
Adaptive empowering hub Toner,The Ordinary,sunscreen,"charcoal, rose water, hyaluronic acid",normal,212.66,4
Integrated secondary portal Sunscreen,Forest Essentials,moisturizer,"vitamin C, shea butter, glycolic acid, ceramides, turmeric",sensitive,848.1,2.1
Fully-configurable system-worthy functionalities Face mask,Pond's,face mask,"zinc, salicylic acid, glycolic acid, shea butter",sensitive,617.46,4
Open-architected intangible process improvement Eye cream,Mamaearth,moisturizer,"green tea, salicylic acid, retinol, zinc, rose water",normal,1029.59,3.8
Synergistic hybrid collaboration Moisturizer,Mamaearth,cleanser,"ceramides, glycolic acid, tea tree oil",oily,692.21,1.7
Triple-buffered secondary capability Face mask,WOW Skin Science,eye cream,"charcoal, vitamin C, aloe vera, rose water, hyaluronic acid",oily,905.7,2.3
Face-to-face bandwidth-monitored ability Face mask,Biotique,face wash,"tea tree oil, aloe vera, salicylic acid, ceramides",normal,916.77,1.2
Realigned value-added help-desk Face wash,Forest Essentials,toner,"rose water, ceramides, retinol, zinc, green tea",combination,207.26,2.5
Grass-roots optimizing collaboration Cleanser,Olay,face wash,"hyaluronic acid, charcoal, retinol",normal,724.08,4.9
Universal heuristic Internet solution Toner,L'Oreal Paris,toner,"tea tree oil, ceramides, charcoal",combination,1925.91,3.1
Stand-alone cohesive hardware Face mask,WOW Skin Science,serum,"hyaluronic acid, ceramides, glycolic acid, aloe vera",normal,1140.2,4.5
Phased contextually-based neural-net Moisturizer,The Derma Co,face mask,"tea tree oil, green tea, hyaluronic acid",oily,972.74,3.7
Streamlined analyzing artificial intelligence Cleanser,Neutrogena,sunscreen,"tea tree oil, ceramides, turmeric, charcoal, retinol",sensitive,509.84,1.4
Realigned human-resource parallelism Moisturizer,Forest Essentials,moisturizer,"turmeric, zinc, tea tree oil",combination,1001.21,1.6
Profit-focused non-volatile matrices Sunscreen,Neutrogena,eye cream,"glycolic acid, retinol, ceramides",combination,1678.66,3.6
Synergized optimizing neural-net Sunscreen,Aqualogica,sunscreen,"zinc, hyaluronic acid, shea butter, charcoal",combination,1839.99,1.7
Function-based zero administration extranet Face wash,Plum,serum,"hyaluronic acid, niacinamide, vitamin C, zinc, ceramides",dry,1523.57,3.9
Balanced multi-state standardization Serum,Dot & Key,eye cream,"hyaluronic acid, glycolic acid, tea tree oil, green tea",combination,795.26,3.6
Universal uniform artificial intelligence Face mask,Pond's,cleanser,"aloe vera, kojic acid, charcoal, zinc, ceramides",oily,1337.49,5
Seamless value-added standardization Face wash,Neutrogena,sunscreen,"ceramides, aloe vera, glycolic acid, zinc",dry,1881.83,1.6
Enhanced mobile open system Sunscreen,Dot & Key,cleanser,"vitamin C, kojic acid, salicylic acid, aloe vera",oily,1094.66,2.8
Front-line global array Moisturizer,The Ordinary,sunscreen,"vitamin C, turmeric, retinol, salicylic acid, green tea",normal,1077.07,4.1
Centralized asynchronous info-mediaries Face wash,Nivea,sunscreen,"charcoal, glycolic acid, turmeric, hyaluronic acid, salicylic acid",oily,799.28,1.7
Up-sized context-sensitive secured line Face wash,Neutrogena,face mask,"retinol, green tea, rose water, tea tree oil, salicylic acid",normal,623.78,3.7
Diverse user-facing hierarchy Face mask,Biotique,eye cream,"ceramides, niacinamide, rose water, aloe vera",dry,1693.51,4.8
Stand-alone hybrid approach Cleanser,The Ordinary,toner,"kojic acid, glycolic acid, rose water, green tea, aloe vera",combination,293.18,2.2
Automated holistic Internet solution Eye cream,Minimalist,moisturizer,"ceramides, salicylic acid, glycolic acid",dry,837.17,1.4
Advanced holistic function Eye cream,L'Oreal Paris,cleanser,"shea butter, aloe vera, green tea",normal,1911.48,5
Re-engineered intermediate pricing structure Toner,Neutrogena,eye cream,"vitamin C, niacinamide, hyaluronic acid, salicylic acid, aloe vera",combination,1492.46,4.4
Compatible incremental circuit Serum,The Ordinary,toner,"glycolic acid, ceramides, shea butter, kojic acid, zinc",sensitive,337.55,3.8
Configurable even-keeled pricing structure Eye cream,Dot & Key,toner,"salicylic acid, hyaluronic acid, glycolic acid, rose water, vitamin C",oily,1228.41,4.7
Mandatory coherent solution Eye cream,Dot & Key,face mask,"retinol, salicylic acid, ceramides, glycolic acid",combination,1082.43,3.7
Progressive mission-critical system engine Serum,Olay,sunscreen,"rose water, shea butter, vitamin C",sensitive,1521.74,4.2
Operative demand-driven architecture Serum,Dot & Key,serum,"shea butter, glycolic acid, retinol, turmeric",sensitive,1770.99,3.3
Integrated multi-state projection Serum,The Ordinary,serum,"salicylic acid, kojic acid, rose water, tea tree oil",sensitive,1460.38,4.1
Synchronized mission-critical complexity Serum,Pond's,sunscreen,"green tea, rose water, zinc, aloe vera, hyaluronic acid",combination,1928.49,3.9
Progressive heuristic utilization Moisturizer,Plum,eye cream,"tea tree oil, kojic acid, zinc",normal,155.89,1.8
Multi-channeled 24hour contingency Toner,L'Oreal Paris,cleanser,"green tea, charcoal, hyaluronic acid, aloe vera, vitamin C",combination,1088.35,1.4
Fully-configurable asynchronous attitude Face wash,Olay,face mask,"charcoal, green tea, glycolic acid",combination,425.14,2.3
Advanced discrete Graphical User Interface Face mask,The Derma Co,serum,"hyaluronic acid, salicylic acid, rose water, niacinamide, green tea",sensitive,1027.31,3.1
Distributed solution-oriented conglomeration Face wash,Cetaphil,face mask,"vitamin C, turmeric, zinc",normal,771.64,2.3
Switchable non-volatile frame Cleanser,WOW Skin Science,eye cream,"vitamin C, tea tree oil, kojic acid, retinol",sensitive,1984.15,2.2
Intuitive content-based capacity Serum,Dot & Key,moisturizer,"turmeric, salicylic acid, shea butter, glycolic acid, retinol",combination,1583.39,2.2
Down-sized 24hour firmware Sunscreen,Nivea,eye cream,"retinol, hyaluronic acid, niacinamide",oily,890.55,2.5
Configurable explicit knowledge user Face mask,Plum,face wash,"kojic acid, vitamin C, ceramides, turmeric, glycolic acid",combination,1181.02,3.9
Object-based holistic matrices Face wash,Neutrogena,toner,"hyaluronic acid, niacinamide, tea tree oil",sensitive,1224.29,3.1
Synergistic client-driven toolset Moisturizer,Aqualogica,eye cream,"niacinamide, ceramides, vitamin C, hyaluronic acid",combination,688.7,4
Expanded high-level leverage Cleanser,Mamaearth,face mask,"glycolic acid, shea butter, rose water",dry,1671.93,2.6
Triple-buffered methodical Graphical User Interface Toner,Olay,sunscreen,"glycolic acid, ceramides, hyaluronic acid, zinc, salicylic acid",combination,308.57,5
Multi-layered 24/7 ability Face wash,Neutrogena,eye cream,"charcoal, aloe vera, retinol, salicylic acid, shea butter",oily,1971.04,3.6
Seamless heuristic frame Sunscreen,L'Oreal Paris,cleanser,"green tea, hyaluronic acid, niacinamide, retinol, aloe vera",combination,1712.29,4.1
Customer-focused grid-enabled moratorium Face mask,WOW Skin Science,serum,"vitamin C, rose water, hyaluronic acid",oily,1505.44,1.1
Operative optimizing middleware Sunscreen,Cetaphil,toner,"aloe vera, vitamin C, turmeric, green tea",sensitive,1856.17,4.8
Focused executive adapter Serum,The Ordinary,eye cream,"vitamin C, green tea, charcoal, niacinamide",normal,728.06,1.2
Monitored holistic monitoring Sunscreen,Biotique,sunscreen,"glycolic acid, tea tree oil, salicylic acid",oily,1337.17,4.3
Realigned radical framework Toner,Nivea,sunscreen,"retinol, rose water, green tea, vitamin C",dry,1795.68,3.4
Optional methodical product Face wash,Biotique,eye cream,"tea tree oil, glycolic acid, aloe vera, charcoal, zinc",combination,1156.88,2.4
Exclusive scalable time-frame Eye cream,Cetaphil,face mask,"zinc, vitamin C, salicylic acid",dry,1713.39,1.9
Up-sized asynchronous support Serum,Nivea,face mask,"glycolic acid, vitamin C, shea butter, green tea",sensitive,1860.18,1.3
Cross-group methodical info-mediaries Toner,Dot & Key,face mask,"charcoal, tea tree oil, glycolic acid",dry,351.33,4.2
Digitized solution-oriented pricing structure Cleanser,Lakme,face wash,"hyaluronic acid, vitamin C, ceramides",oily,885.37,4.3
Synergistic bi-directional solution Face wash,Biotique,moisturizer,"rose water, charcoal, turmeric, vitamin C",dry,1961.19,1.8
Mandatory bifurcated function Serum,The Derma Co,serum,"shea butter, glycolic acid, kojic acid, ceramides",sensitive,565.27,3.6
Distributed multi-tasking frame Toner,Lakme,toner,"shea butter, tea tree oil, hyaluronic acid, rose water",normal,894.86,1.1
Up-sized mobile database Eye cream,Minimalist,moisturizer,"retinol, kojic acid, turmeric, shea butter",combination,1760.24,2.3
User-centric systemic Local Area Network Toner,Biotique,cleanser,"rose water, ceramides, aloe vera",normal,1451.09,2.2
Sharable optimizing synergy Face wash,Forest Essentials,face mask,"niacinamide, kojic acid, hyaluronic acid, tea tree oil, green tea",dry,1264.71,3.5
Ergonomic discrete circuit Eye cream,Forest Essentials,face mask,"hyaluronic acid, tea tree oil, rose water, charcoal, salicylic acid",sensitive,1831.89,4.7
Universal directional firmware Cleanser,Aqualogica,serum,"aloe vera, vitamin C, rose water",oily,1177.45,3.2
Synergized well-modulated data-warehouse Face wash,WOW Skin Science,sunscreen,"vitamin C, niacinamide, green tea, glycolic acid, hyaluronic acid",oily,1414.72,4.2
Realigned composite paradigm Moisturizer,Plum,eye cream,"tea tree oil, shea butter, green tea, glycolic acid",sensitive,1506.11,4.7
Fundamental contextually-based implementation Face mask,Cetaphil,face wash,"vitamin C, niacinamide, charcoal, rose water, kojic acid",normal,1524.04,4.9
Reverse-engineered static product Toner,Dove,toner,"salicylic acid, shea butter, glycolic acid",combination,1835.76,4.5
Synchronized content-based product Face mask,Aqualogica,eye cream,"hyaluronic acid, charcoal, niacinamide, tea tree oil",combination,275.69,2.9
Multi-channeled human-resource emulation Face mask,The Derma Co,cleanser,"green tea, niacinamide, tea tree oil",combination,305.2,3.7
Multi-layered 24hour model Sunscreen,Himalaya,moisturizer,"zinc, salicylic acid, shea butter, retinol, hyaluronic acid",normal,583.58,2.5
Automated hybrid knowledgebase Sunscreen,Lakme,face wash,"shea butter, ceramides, charcoal, turmeric, aloe vera",oily,1052.39,2
Proactive multimedia solution Sunscreen,Neutrogena,face mask,"kojic acid, hyaluronic acid, charcoal",combination,1152.04,3.2
Exclusive full-range knowledgebase Eye cream,Olay,face wash,"niacinamide, green tea, turmeric, ceramides, retinol",oily,1966.02,3
Integrated contextually-based complexity Face wash,The Derma Co,sunscreen,"zinc, niacinamide, turmeric, kojic acid, green tea",normal,837.39,2.5
Open-architected foreground challenge Eye cream,Aqualogica,sunscreen,"vitamin C, ceramides, hyaluronic acid, glycolic acid",combination,449.2,4.8
Optional bottom-line model Serum,Aqualogica,toner,"vitamin C, shea butter, retinol",combination,1234.2,1.8
Upgradable solution-oriented moratorium Toner,Cetaphil,eye cream,"hyaluronic acid, kojic acid, zinc, aloe vera",normal,1671.35,1.6
Open-architected leadingedge firmware Face wash,L'Oreal Paris,face wash,"shea butter, kojic acid, hyaluronic acid, rose water, green tea",dry,1400.56,4.3
Adaptive high-level instruction set Moisturizer,Dove,moisturizer,"charcoal, aloe vera, tea tree oil, salicylic acid, kojic acid",combination,1867.37,1.3
Organized zero-defect extranet Face mask,Lakme,face wash,"hyaluronic acid, glycolic acid, rose water, retinol",dry,1892.68,2
Networked client-driven benchmark Sunscreen,The Derma Co,serum,"glycolic acid, turmeric, tea tree oil, ceramides, shea butter",combination,119.8,1.4
Multi-layered hybrid algorithm Face mask,Cetaphil,toner,"shea butter, green tea, hyaluronic acid, retinol",dry,860.44,1.4
Devolved solution-oriented attitude Face mask,Pond's,face wash,"tea tree oil, rose water, aloe vera, zinc",oily,777.28,1.6
Pre-emptive national methodology Cleanser,Cetaphil,moisturizer,"green tea, rose water, charcoal",sensitive,1162.46,4.4
Pre-emptive dedicated policy Moisturizer,Neutrogena,face mask,"zinc, salicylic acid, ceramides, retinol, green tea",dry,1361.38,1.6
Optimized actuating forecast Face wash,Nivea,toner,"shea butter, charcoal, salicylic acid",oily,1789.84,2.2
Enhanced impactful core Eye cream,Dot & Key,toner,"shea butter, zinc, hyaluronic acid, ceramides, kojic acid",combination,813.73,2.6
Future-proofed foreground synergy Face mask,Forest Essentials,face wash,"shea butter, charcoal, turmeric, tea tree oil, glycolic acid",oily,675.48,2.3
Organic exuding structure Cleanser,Minimalist,toner,"zinc, shea butter, aloe vera",normal,1917.01,1.8
Universal neutral time-frame Sunscreen,Olay,cleanser,"hyaluronic acid, niacinamide, vitamin C",normal,1857.6,2.8
Stand-alone zero administration workforce Face wash,Pond's,cleanser,"charcoal, shea butter, aloe vera",combination,288.71,4.2
Realigned user-facing success Toner,Himalaya,serum,"vitamin C, rose water, aloe vera, kojic acid, shea butter",dry,1490.08,1.1
Proactive hybrid knowledge user Eye cream,Nivea,sunscreen,"retinol, niacinamide, vitamin C",oily,869.72,3.9
Balanced encompassing solution Sunscreen,Forest Essentials,sunscreen,"aloe vera, salicylic acid, glycolic acid, tea tree oil, charcoal",combination,1662.75,4.1
Networked multimedia conglomeration Moisturizer,Biotique,moisturizer,"rose water, retinol, ceramides, salicylic acid",oily,1098.91,2.3
Organic content-based knowledgebase Sunscreen,Dove,eye cream,"retinol, niacinamide, turmeric, kojic acid, charcoal",dry,1386.23,1.8
Progressive cohesive core Eye cream,WOW Skin Science,sunscreen,"zinc, rose water, kojic acid, aloe vera",dry,147.26,4.2
Synergistic fault-tolerant structure Eye cream,Aqualogica,sunscreen,"niacinamide, vitamin C, aloe vera, salicylic acid, ceramides",sensitive,192.43,4.5
Compatible system-worthy monitoring Eye cream,WOW Skin Science,cleanser,"rose water, retinol, green tea, vitamin C",oily,1454.56,1.8
Universal scalable approach Toner,Minimalist,face mask,"salicylic acid, aloe vera, retinol, green tea",sensitive,1516.63,1.7
Organic content-based groupware Moisturizer,Cetaphil,face wash,"charcoal, green tea, ceramides, shea butter",dry,734.07,2.5
User-centric well-modulated infrastructure Cleanser,Plum,cleanser,"shea butter, ceramides, turmeric, retinol",oily,477.47,2.6
Extended value-added service-desk Face wash,Dot & Key,eye cream,"aloe vera, tea tree oil, vitamin C, glycolic acid, green tea",normal,661.27,1
Digitized secondary focus group Face mask,Aqualogica,toner,"rose water, glycolic acid, niacinamide, tea tree oil, salicylic acid",dry,1367.06,4.2
Expanded non-volatile interface Eye cream,Dove,moisturizer,"tea tree oil, ceramides, retinol",combination,1049.6,1.4
Assimilated systemic contingency Cleanser,Minimalist,moisturizer,"charcoal, shea butter, ceramides, hyaluronic acid",normal,323.36,4.8
Reactive real-time portal Eye cream,Dot & Key,face wash,"charcoal, retinol, green tea, hyaluronic acid",oily,307.14,1.5
Distributed context-sensitive neural-net Moisturizer,Dove,cleanser,"shea butter, charcoal, glycolic acid",dry,800.29,1.2
Digitized even-keeled capacity Serum,Himalaya,toner,"shea butter, aloe vera, zinc",dry,439.31,1
Monitored static Graphic Interface Toner,Biotique,face mask,"tea tree oil, kojic acid, vitamin C, salicylic acid, ceramides",normal,107.4,2.5
Grass-roots well-modulated challenge Sunscreen,Cetaphil,moisturizer,"niacinamide, turmeric, rose water",combination,1581.56,2.6
Expanded systemic matrix Face wash,Pond's,face wash,"zinc, glycolic acid, shea butter, tea tree oil",normal,487.38,4
Seamless exuding policy Cleanser,Himalaya,face mask,"rose water, green tea, niacinamide",normal,532.35,4.6
Devolved national complexity Serum,Nivea,toner,"aloe vera, retinol, shea butter, turmeric, salicylic acid",dry,507.72,3.9
Managed non-volatile superstructure Toner,Cetaphil,cleanser,"salicylic acid, aloe vera, glycolic acid, shea butter, retinol",normal,1814.68,3.8
Reactive background service-desk Face mask,Cetaphil,face wash,"tea tree oil, niacinamide, glycolic acid, zinc",sensitive,1611.88,2.1
Implemented bifurcated intranet Face wash,L'Oreal Paris,eye cream,"turmeric, rose water, charcoal, salicylic acid",sensitive,1511.97,4
Quality-focused content-based parallelism Eye cream,Forest Essentials,face wash,"zinc, niacinamide, salicylic acid, hyaluronic acid, rose water",normal,164.44,1.6
Reverse-engineered homogeneous frame Serum,Himalaya,sunscreen,"niacinamide, rose water, zinc, vitamin C",sensitive,308.99,4.6
Inverse upward-trending strategy Moisturizer,Nivea,face wash,"rose water, vitamin C, tea tree oil, turmeric, kojic acid",dry,1822.85,1.2
Down-sized attitude-oriented approach Face mask,The Derma Co,sunscreen,"charcoal, ceramides, zinc, hyaluronic acid",normal,332.02,3.1
Persevering 5thgeneration secured line Cleanser,Dot & Key,sunscreen,"ceramides, glycolic acid, aloe vera",oily,1846.93,3.5
Distributed systematic open system Moisturizer,Biotique,sunscreen,"zinc, niacinamide, rose water",sensitive,479.23,3.6
Decentralized object-oriented throughput Face mask,L'Oreal Paris,eye cream,"green tea, ceramides, rose water, turmeric, aloe vera",combination,243.08,2.8
Public-key optimizing collaboration Sunscreen,Plum,toner,"hyaluronic acid, niacinamide, zinc, glycolic acid",dry,1558.35,2.6
Innovative impactful moratorium Face wash,WOW Skin Science,toner,"retinol, vitamin C, green tea, zinc",oily,1297.02,4.5
Extended interactive middleware Face mask,Dot & Key,toner,"retinol, zinc, hyaluronic acid",combination,745.98,2.3
